Key.ctrl_l,2019-11-01 16:33:38.661227	
Key.ctrl_l,2019-11-01 16:33:38.805225	
Key.ctrl_l,2019-11-01 16:33:38.941230	
Key.ctrl_l,2019-11-01 16:33:39.093044	
Key.ctrl_l,2019-11-01 16:33:39.229044	
Key.ctrl_l,2019-11-01 16:33:39.341045	
Key.ctrl_l,2019-11-01 16:33:39.521086	
<175>,2019-11-01 16:33:39.757045	
<175>,2019-11-01 16:33:39.929066	
<175>,2019-11-01 16:33:40.061047	
Key.ctrl_l,2019-11-01 16:33:40.287306	
Key.ctrl_l,2019-11-01 16:33:40.435305	
Key.ctrl_l,2019-11-01 16:33:40.667304	
Key.ctrl_l,2019-11-01 16:33:40.955299	
Key.ctrl_l,2019-11-01 16:33:41.127485	
Key.ctrl_l,2019-11-01 16:33:41.347308	
Key.ctrl_l,2019-11-01 16:33:45.135306	
Key.ctrl_l,2019-11-01 16:33:45.315305	
Key.ctrl_l,2019-11-01 16:33:45.475353	
Key.ctrl_l,2019-11-01 16:33:45.635491	
Key.ctrl_l,2019-11-01 16:33:45.791307	
Key.ctrl_l,2019-11-01 16:33:45.955495	
Key.ctrl_l,2019-11-01 16:33:46.087304	
Key.ctrl_l,2019-11-01 16:33:46.371317	
Key.ctrl_l,2019-11-01 16:33:46.516552	
Key.ctrl_l,2019-11-01 16:33:46.652567	
Key.ctrl_l,2019-11-01 16:33:46.788381	
Key.ctrl_l,2019-11-01 16:33:46.924548	
Key.ctrl_l,2019-11-01 16:33:47.048380	
Key.ctrl_l,2019-11-01 16:33:47.516588	
Key.ctrl_l,2019-11-01 16:33:47.544388	
Key.ctrl_l,2019-11-01 16:33:47.568568	
Key.ctrl_l,2019-11-01 16:33:47.596390	
Key.ctrl_l,2019-11-01 16:33:47.620568	
Key.ctrl_l,2019-11-01 16:33:47.644574	
Key.ctrl_l,2019-11-01 16:33:47.672381	
Key.ctrl_l,2019-11-01 16:33:47.696429	
Key.ctrl_l,2019-11-01 16:33:47.724377	
Key.ctrl_l,2019-11-01 16:33:47.748540	
Key.ctrl_l,2019-11-01 16:33:47.776378	
<175>,2019-11-01 16:33:47.804395	
<175>,2019-11-01 16:33:48.276392	
<175>,2019-11-01 16:33:48.300379	
<175>,2019-11-01 16:33:48.324379	
<175>,2019-11-01 16:33:48.352377	
<175>,2019-11-01 16:33:48.376378	
<175>,2019-11-01 16:33:48.400384	
Key.ctrl_l,2019-11-01 16:33:48.572568	
Key.ctrl_l,2019-11-01 16:33:48.748554	
Key.ctrl_l,2019-11-01 16:33:48.924377	
Key.ctrl_l,2019-11-01 16:33:49.060379	
Key.ctrl_l,2019-11-01 16:33:49.196381	
Key.ctrl_l,2019-11-01 16:33:49.344391	
Key.ctrl_l,2019-11-01 16:33:49.490895	
Key.ctrl_l,2019-11-01 16:33:49.627031	
Key.ctrl_l,2019-11-01 16:33:49.755071	
Key.ctrl_l,2019-11-01 16:33:49.882892	
Key.ctrl_l,2019-11-01 16:33:50.019074	
Key.ctrl_l,2019-11-01 16:33:50.150929	
Key.ctrl_l,2019-11-01 16:33:50.294930	
Key.ctrl_l,2019-11-01 16:33:50.459076	
Key.ctrl_l,2019-11-01 16:33:50.594933	
Key.ctrl_l,2019-11-01 16:33:50.707071	
Key.ctrl_l,2019-11-01 16:33:50.870894	
Key.ctrl_l,2019-11-01 16:33:51.020267	
Key.ctrl_l,2019-11-01 16:33:51.156367	
Key.ctrl_l,2019-11-01 16:33:51.292190	
Key.ctrl_l,2019-11-01 16:33:51.416373	
Key.ctrl_l,2019-11-01 16:33:51.552373	
Key.ctrl_l,2019-11-01 16:33:51.668639	
Key.ctrl_l,2019-11-01 16:33:51.812786	
Key.ctrl_l,2019-11-01 16:33:51.958000	
Key.ctrl_l,2019-11-01 16:33:52.105993	
Key.ctrl_l,2019-11-01 16:33:52.255556	
Key.ctrl_l,2019-11-01 16:33:52.407375	
Key.ctrl_l,2019-11-01 16:33:52.523413	
Key.ctrl_l,2019-11-01 16:33:52.628677	
Key.ctrl_l,2019-11-01 16:33:53.637049	
Key.ctrl_l,2019-11-01 16:33:53.776875	
Key.ctrl_l,2019-11-01 16:33:53.936930	
Key.ctrl_l,2019-11-01 16:33:54.088867	
Key.ctrl_l,2019-11-01 16:33:54.233052	
Key.ctrl_l,2019-11-01 16:33:54.354248	
Key.ctrl_l,2019-11-01 16:33:57.064666	
Key.ctrl_l,2019-11-01 16:33:57.180699	
Key.ctrl_l,2019-11-01 16:33:57.324678	
Key.ctrl_l,2019-11-01 16:33:57.703458	
Key.ctrl_l,2019-11-01 16:33:57.847634	
Key.ctrl_l,2019-11-01 16:33:57.995637	
Key.ctrl_l,2019-11-01 16:33:58.509766	
Key.ctrl_l,2019-11-01 16:33:58.667018	
Key.ctrl_l,2019-11-01 16:33:58.826991	
Key.ctrl_l,2019-11-01 16:33:59.343163	
Key.ctrl_l,2019-11-01 16:33:59.475142	
Key.ctrl_l,2019-11-01 16:33:59.611169	
Key.ctrl_l,2019-11-01 16:33:59.715017	
Key.ctrl_l,2019-11-01 16:33:59.855019	
Key.ctrl_l,2019-11-01 16:34:00.110986	
Key.esc,2019-11-01 16:34:00.700049	
