Participant ID,
Key.ctrl_l,2019-11-04 20:38:40.523785	
Key.ctrl_l,2019-11-04 20:38:40.760805	
Key.ctrl_l,2019-11-04 20:38:40.992964	
Key.ctrl_l,2019-11-04 20:38:41.222009	
Key.ctrl_l,2019-11-04 20:38:41.457090	
Key.ctrl_l,2019-11-04 20:38:41.687398	
Key.ctrl_l,2019-11-04 20:38:41.917033	
Key.ctrl_l,2019-11-04 20:38:42.151169	
Key.ctrl_l,2019-11-04 20:38:42.388403	
Key.ctrl_l,2019-11-04 20:38:42.637725	
Key.ctrl_l,2019-11-04 20:38:42.876564	
Key.ctrl_l,2019-11-04 20:38:43.113632	
Key.ctrl_l,2019-11-04 20:38:43.345579	
Key.ctrl_l,2019-11-04 20:38:43.576398	
Key.ctrl_l,2019-11-04 20:38:43.808287	
Key.ctrl_l,2019-11-04 20:38:44.039179	
Key.ctrl_l,2019-11-04 20:38:44.276014	
Key.ctrl_l,2019-11-04 20:38:44.506796	
Key.ctrl_l,2019-11-04 20:38:44.741154	
Key.ctrl_l,2019-11-04 20:38:44.977117	
Key.ctrl_l,2019-11-04 20:38:45.211575	
Key.ctrl_l,2019-11-04 20:38:45.443552	
Key.ctrl_l,2019-11-04 20:38:45.675811	
Key.ctrl_l,2019-11-04 20:38:45.908809	
Key.ctrl_l,2019-11-04 20:38:46.192050	
Key.ctrl_l,2019-11-04 20:38:46.445933	
Key.ctrl_l,2019-11-04 20:38:46.678589	
Key.ctrl_l,2019-11-04 20:38:46.913757	
Key.ctrl_l,2019-11-04 20:38:47.146722	
Key.ctrl_l,2019-11-04 20:38:47.395934	
Key.ctrl_l,2019-11-04 20:38:47.628867	
Key.ctrl_l,2019-11-04 20:38:47.864065	
Key.ctrl_l,2019-11-04 20:38:48.100731	
Key.ctrl_l,2019-11-04 20:38:48.344046	
Key.ctrl_l,2019-11-04 20:38:48.581150	
Key.ctrl_l,2019-11-04 20:38:48.820580	
Key.ctrl_l,2019-11-04 20:38:49.048744	
Key.ctrl_l,2019-11-04 20:38:49.286150	
Key.ctrl_l,2019-11-04 20:38:49.518959	
Key.ctrl_l,2019-11-04 20:38:49.751548	
Key.ctrl_l,2019-11-04 20:38:49.988267	
Key.ctrl_l,2019-11-04 20:38:50.217603	
Key.ctrl_l,2019-11-04 20:38:50.447071	
Key.ctrl_l,2019-11-04 20:38:50.678638	
Key.ctrl_l,2019-11-04 20:38:50.913765	
Key.ctrl_l,2019-11-04 20:38:51.144425	
Key.ctrl_l,2019-11-04 20:38:51.374921	
Key.ctrl_l,2019-11-04 20:38:51.608047	
Key.ctrl_l,2019-11-04 20:38:51.842496	
Key.ctrl_l,2019-11-04 20:38:52.103323	
Key.ctrl_l,2019-11-04 20:38:52.341731	
Key.ctrl_l,2019-11-04 20:38:52.574903	
Key.ctrl_l,2019-11-04 20:38:52.813101	
Key.ctrl_l,2019-11-04 20:38:53.045496	
Key.ctrl_l,2019-11-04 20:38:53.276733	
Key.ctrl_l,2019-11-04 20:38:53.516398	
Key.ctrl_l,2019-11-04 20:38:53.749569	
Key.ctrl_l,2019-11-04 20:38:53.984431	
Key.ctrl_l,2019-11-04 20:38:54.213567	
Key.ctrl_l,2019-11-04 20:38:54.443543	
Key.ctrl_l,2019-11-04 20:38:54.673336	
Key.ctrl_l,2019-11-04 20:38:54.907122	
Key.ctrl_l,2019-11-04 20:38:55.145973	
Key.ctrl_l,2019-11-04 20:38:55.378023	
Key.ctrl_l,2019-11-04 20:38:55.607970	
Key.ctrl_l,2019-11-04 20:38:55.853949	
Key.ctrl_l,2019-11-04 20:38:56.090194	
Key.ctrl_l,2019-11-04 20:38:56.334461	
Key.ctrl_l,2019-11-04 20:38:56.563891	
Key.ctrl_l,2019-11-04 20:38:56.795960	
Key.ctrl_l,2019-11-04 20:38:57.030994	
Key.esc,2019-11-04 20:38:57.270057	
