'l',2019-10-10 16:20:36.854198	
'l',2019-10-10 16:20:37.830201	
'l',2019-10-10 16:20:38.002200	
'l',2019-10-10 16:20:38.142205	
'l',2019-10-10 16:20:38.274205	
'l',2019-10-10 16:20:38.418289	
'l',2019-10-10 16:20:38.558879	
'l',2019-10-10 16:20:38.683849	
'l',2019-10-10 16:20:38.815939	
Key.backspace,2019-10-10 16:20:39.388196	
Key.backspace,2019-10-10 16:20:39.524198	
Key.backspace,2019-10-10 16:20:39.664197	
Key.backspace,2019-10-10 16:20:39.804201	
Key.backspace,2019-10-10 16:20:39.956198	
Key.backspace,2019-10-10 16:20:40.120198	
Key.backspace,2019-10-10 16:20:40.268196	
Key.backspace,2019-10-10 16:20:40.424196	
Key.backspace,2019-10-10 16:20:40.752194	
Key.esc,2019-10-10 16:20:41.248193	
