Participant ID,CCDemo9
'a',2019-11-04 21:59:35.443045	
'a',2019-11-04 21:59:35.578881	
Key.backspace,2019-11-04 21:59:36.034866	
Key.backspace,2019-11-04 21:59:36.506864	
Key.backspace,2019-11-04 21:59:36.530865	
Key.backspace,2019-11-04 21:59:36.558880	
Key.backspace,2019-11-04 21:59:36.582863	
Key.backspace,2019-11-04 21:59:36.606865	
Key.backspace,2019-11-04 21:59:36.634864	
Key.backspace,2019-11-04 21:59:36.666857	
Key.backspace,2019-11-04 21:59:36.686863	
Key.backspace,2019-11-04 21:59:36.714862	
Key.backspace,2019-11-04 21:59:36.738859	
Key.backspace,2019-11-04 21:59:36.762857	
Key.backspace,2019-11-04 21:59:36.790856	
'm',2019-11-04 21:59:37.110862	
'i',2019-11-04 21:59:37.306889	
'n',2019-11-04 21:59:37.478897	
'd',2019-11-04 21:59:37.622862	
'w',2019-11-04 21:59:37.843036	
'a',2019-11-04 21:59:38.045256	
'n',2019-11-04 21:59:38.297423	
'd',2019-11-04 21:59:38.390625	
'e',2019-11-04 21:59:38.554470	
'r',2019-11-04 21:59:38.702649	
'i',2019-11-04 21:59:38.818507	
'n',2019-11-04 21:59:38.968677	
'g',2019-11-04 21:59:39.038488	
Key.enter,2019-11-04 21:59:39.192871	
Key.right,2019-11-04 22:01:00.785620	
Key.right,2019-11-04 22:01:00.943195	
Key.right,2019-11-04 22:01:01.089809	
Key.up,2019-11-04 22:01:01.804898	
Key.up,2019-11-04 22:01:01.970449	
Key.ctrl_l,2019-11-04 22:01:22.686897	
'x',2019-11-04 22:01:22.996844	
Key.ctrl_l,2019-11-04 22:01:29.728069	
'v',2019-11-04 22:01:30.050759	
't',2019-11-04 22:01:59.889204	
'r',2019-11-04 22:02:00.052289	
'i',2019-11-04 22:02:00.406222	
Key.backspace,2019-11-04 22:02:00.964449	
'a',2019-11-04 22:02:01.160449	
'i',2019-11-04 22:02:01.302872	
Key.backspace,2019-11-04 22:02:01.882399	
'i',2019-11-04 22:02:02.446424	
'n',2019-11-04 22:02:02.602828	
'i',2019-11-04 22:02:03.325792	
'n',2019-11-04 22:02:03.490587	
'g',2019-11-04 22:02:03.578929	
'5',2019-11-04 22:02:04.286405	
Key.enter,2019-11-04 22:02:05.612867	
Key.up,2019-11-04 22:03:30.954583	
Key.up,2019-11-04 22:03:31.095473	
Key.up,2019-11-04 22:03:31.400241	
Key.up,2019-11-04 22:03:31.543875	
Key.up,2019-11-04 22:03:31.692538	
Key.up,2019-11-04 22:03:31.963089	
'g',2019-11-04 22:12:40.584891	
'p',2019-11-04 22:12:40.742459	
'p',2019-11-04 22:12:40.891085	
'o',2019-11-04 22:12:40.920980	
'g',2019-11-04 22:12:41.010738	
Key.backspace,2019-11-04 22:12:41.332267	
Key.backspace,2019-11-04 22:12:41.492270	
Key.backspace,2019-11-04 22:12:41.623125	
Key.backspace,2019-11-04 22:12:41.730838	
Key.backspace,2019-11-04 22:12:42.130378	
'g',2019-11-04 22:12:42.880656	
'o',2019-11-04 22:12:43.028267	
'o',2019-11-04 22:12:43.162956	
'g',2019-11-04 22:12:43.225791	
'l',2019-11-04 22:12:43.358778	
'e',2019-11-04 22:12:43.448567	
Key.enter,2019-11-04 22:12:43.648895	
'j',2019-11-04 22:14:15.480669	
'a',2019-11-04 22:14:15.671161	
'c',2019-11-04 22:14:15.772889	
Key.down,2019-11-04 22:14:17.600503	
Key.enter,2019-11-04 22:14:17.832740	
Key.shift_r,2019-11-04 22:14:19.596963	
's',2019-11-04 22:14:19.733831	
'c',2019-11-04 22:14:19.901067	
'e',2019-11-04 22:14:20.101380	
'r',2019-11-04 22:14:20.118334	
'i',2019-11-04 22:14:20.205251	
Key.backspace,2019-11-04 22:14:20.734780	
Key.backspace,2019-11-04 22:14:20.911058	
Key.backspace,2019-11-04 22:14:21.426710	
'r',2019-11-04 22:14:21.664541	
'i',2019-11-04 22:14:21.813739	
'p',2019-11-04 22:14:21.987183	
't',2019-11-04 22:14:22.078942	
's',2019-11-04 22:14:22.636288	
Key.ctrl_l,2019-11-04 22:15:01.099841	
'c',2019-11-04 22:15:01.453830	
'c',2019-11-04 22:15:01.622848	
'c',2019-11-04 22:15:01.726711	
'c',2019-11-04 22:15:01.886829	
'c',2019-11-04 22:15:01.991553	
Key.ctrl_l,2019-11-04 22:15:06.548315	
'v',2019-11-04 22:15:06.895972	
Key.ctrl_l,2019-11-04 22:17:28.125961	
's',2019-11-04 22:17:28.451403	
Key.up,2019-11-04 22:39:24.226829	
Key.ctrl_l,2019-11-04 22:54:53.952046	
Key.ctrl_l,2019-11-04 22:54:54.423042	
Key.ctrl_l,2019-11-04 22:54:54.664782	
Key.ctrl_l,2019-11-04 22:54:54.907661	
Key.ctrl_l,2019-11-04 22:54:55.139557	
Key.ctrl_l,2019-11-04 22:54:55.372883	
Key.ctrl_l,2019-11-04 22:54:55.608568	
'x',2019-11-04 22:54:55.847881	
Key.shift_r,2019-11-04 22:55:15.908323	
'e',2019-11-04 22:55:16.044962	
'm',2019-11-04 22:55:16.232456	
'b',2019-11-04 22:55:16.398015	
'o',2019-11-04 22:55:16.551602	
'd',2019-11-04 22:55:16.722477	
'i',2019-11-04 22:55:16.831186	
'e',2019-11-04 22:55:16.927838	
'd',2019-11-04 22:55:17.078441	
Key.space,2019-11-04 22:55:17.147251	
Key.shift_r,2019-11-04 22:55:17.475400	
'c',2019-11-04 22:55:17.580120	
'o',2019-11-04 22:55:17.790760	
'g',2019-11-04 22:55:18.474018	
'n',2019-11-04 22:55:18.569888	
'i',2019-11-04 22:55:18.806455	
'o',2019-11-04 22:55:19.024003	
't',2019-11-04 22:55:19.041935	
'i',2019-11-04 22:55:19.188073	
Key.backspace,2019-11-04 22:55:19.496963	
Key.backspace,2019-11-04 22:55:19.803064	
Key.backspace,2019-11-04 22:55:20.297183	
't',2019-11-04 22:55:20.515352	
'i',2019-11-04 22:55:20.603458	
'o',2019-11-04 22:55:20.738314	
'n',2019-11-04 22:55:20.963590	
Key.enter,2019-11-04 22:55:21.219715	
Key.enter,2019-11-04 22:55:22.616749	
Key.ctrl_l,2019-11-04 22:55:23.737154	
'v',2019-11-04 22:55:24.058434	
Key.ctrl_l,2019-11-04 23:01:18.519963	
'f',2019-11-04 23:01:18.765670	
'c',2019-11-04 23:01:19.045304	
'o',2019-11-04 23:01:19.177432	
'l',2019-11-04 23:01:19.335004	
'b',2019-11-04 23:01:19.472637	
Key.ctrl_l,2019-11-04 23:01:37.716070	
'f',2019-11-04 23:01:37.951228	
'c',2019-11-04 23:01:38.131748	
'o',2019-11-04 23:01:38.279352	
'l',2019-11-04 23:01:38.463757	
'b',2019-11-04 23:01:38.550532	
'y',2019-11-04 23:01:38.719495	
'u',2019-11-04 23:01:38.738453	
Key.backspace,2019-11-04 23:01:40.384557	
'k',2019-11-04 23:01:52.782869	
'e',2019-11-04 23:01:52.902550	
'n',2019-11-04 23:01:53.039189	
's',2019-11-04 23:01:53.164847	
'i',2019-11-04 23:01:53.261588	
'n',2019-11-04 23:01:53.443100	
'g',2019-11-04 23:01:53.517899	
'e',2019-11-04 23:01:53.668622	
'r',2019-11-04 23:01:53.806013	
",",2019-11-04 23:01:54.403468	'2',2019-11-04 23:01:54.596969	
'0',2019-11-04 23:01:54.803216	
'0',2019-11-04 23:01:54.909937	
'7',2019-11-04 23:01:55.124361	
Key.enter,2019-11-04 23:01:55.420842	
'e',2019-11-04 23:02:05.781380	
'a',2019-11-04 23:02:05.890100	
Key.space,2019-11-04 23:02:06.059634	
'j',2019-11-04 23:02:06.321934	
'k',2019-11-04 23:02:06.362825	
'e',2019-11-04 23:02:06.423666	
Key.backspace,2019-11-04 23:02:07.393067	
Key.backspace,2019-11-04 23:02:07.550647	
Key.backspace,2019-11-04 23:02:07.685288	
Key.backspace,2019-11-04 23:02:07.828905	
Key.space,2019-11-04 23:02:08.580964	
'k',2019-11-04 23:02:08.769575	
'e',2019-11-04 23:02:08.913482	
'n',2019-11-04 23:02:09.129709	
's',2019-11-04 23:02:09.206261	
'i',2019-11-04 23:02:09.380479	
'n',2019-11-04 23:02:09.571231	
'g',2019-11-04 23:02:09.628001	
'e',2019-11-04 23:02:09.797556	
'r',2019-11-04 23:02:09.911248	
Key.enter,2019-11-04 23:02:10.041893	
Key.up,2019-11-05 12:55:16.134925	
Key.backspace,2019-11-05 12:56:31.992153	
Key.backspace,2019-11-05 12:56:32.172836	
Key.backspace,2019-11-05 12:56:32.356118	
Key.backspace,2019-11-05 12:56:32.526292	
Key.backspace,2019-11-05 12:56:32.683247	
Key.backspace,2019-11-05 12:56:32.818758	
Key.backspace,2019-11-05 12:56:32.976030	
Key.backspace,2019-11-05 12:56:33.114728	
Key.backspace,2019-11-05 12:56:35.553431	
Key.backspace,2019-11-05 12:56:35.759745	
Key.backspace,2019-11-05 12:56:35.966369	
Key.backspace,2019-11-05 12:56:36.371661	
Key.shift_r,2019-11-05 12:56:58.165822	
'b',2019-11-05 12:56:58.339808	
'y',2019-11-05 12:56:58.838507	
Key.space,2019-11-05 12:56:59.074771	
'r',2019-11-05 12:56:59.536770	
'e',2019-11-05 12:56:59.655904	
'p',2019-11-05 12:57:00.018917	
'l',2019-11-05 12:57:00.212414	
'i',2019-11-05 12:57:00.433150	
'c',2019-11-05 12:57:00.466303	
'a',2019-11-05 12:57:00.668121	
't',2019-11-05 12:57:00.863232	
'i',2019-11-05 12:57:00.951329	
'n',2019-11-05 12:57:01.141422	
'g',2019-11-05 12:57:01.243434	
Key.space,2019-11-05 12:57:01.307019	
'r',2019-11-05 12:58:12.411565	
'e',2019-11-05 12:58:12.443466	
's',2019-11-05 12:58:12.978126	
'u',2019-11-05 12:58:13.073864	
'l',2019-11-05 12:58:13.419044	
't',2019-11-05 12:58:13.506812	
's',2019-11-05 12:58:13.750100	
Key.space,2019-11-05 12:58:13.864720	
'w',2019-11-05 12:58:14.027289	
'i',2019-11-05 12:58:14.166919	
't',2019-11-05 12:58:14.290585	
'h',2019-11-05 12:58:14.424227	
Key.backspace,2019-11-05 12:58:14.909929	
Key.backspace,2019-11-05 12:58:15.379668	
Key.backspace,2019-11-05 12:58:15.405599	
Key.backspace,2019-11-05 12:58:15.431530	
Key.backspace,2019-11-05 12:58:15.469435	
Key.backspace,2019-11-05 12:58:15.510321	
Key.backspace,2019-11-05 12:58:15.553205	
Key.backspace,2019-11-05 12:58:15.585120	
Key.backspace,2019-11-05 12:58:15.746689	
Key.backspace,2019-11-05 12:58:15.941165	
Key.backspace,2019-11-05 12:58:16.101746	
Key.backspace,2019-11-05 12:58:16.758977	
'r',2019-11-05 12:58:37.591656	
'e',2019-11-05 12:58:37.697761	
's',2019-11-05 12:58:37.976891	
'e',2019-11-05 12:58:38.137870	
'a',2019-11-05 12:58:38.429477	
'r',2019-11-05 12:58:38.648515	
'c',2019-11-05 12:58:38.866933	
'h',2019-11-05 12:58:38.937746	
Key.space,2019-11-05 12:58:39.146183	
'w',2019-11-05 12:58:39.210016	
'i',2019-11-05 12:58:39.391527	
't',2019-11-05 12:58:39.412474	
'h',2019-11-05 12:58:39.571048	
Key.space,2019-11-05 12:58:39.773506	
'r',2019-11-05 12:58:41.877095	
'a',2019-11-05 12:58:42.123947	
'n',2019-11-05 12:58:42.223350	
'd',2019-11-05 12:58:42.336715	
'o',2019-11-05 12:58:42.400204	
'm',2019-11-05 12:58:42.595686	
Key.space,2019-11-05 12:58:42.764871	
's',2019-11-05 12:58:42.838033	
'a',2019-11-05 12:58:42.939373	
'm',2019-11-05 12:58:43.275510	
'p',2019-11-05 12:58:43.502744	
'l',2019-11-05 12:58:43.739746	
'i',2019-11-05 12:58:43.946677	
'n',2019-11-05 12:58:44.150081	
'g',2019-11-05 12:58:44.221014	
",",2019-11-05 12:58:44.334703	Key.space,2019-11-05 12:58:44.508939	
'w',2019-11-05 13:01:06.015516	
'e',2019-11-05 13:01:06.132554	
Key.space,2019-11-05 13:01:06.248640	
'c',2019-11-05 13:01:06.505373	
'a',2019-11-05 13:01:06.701328	
'n',2019-11-05 13:01:06.760492	
Key.space,2019-11-05 13:01:06.961817	
Key.backspace,2019-11-05 13:01:14.935170	
Key.backspace,2019-11-05 13:01:15.072097	
Key.backspace,2019-11-05 13:01:15.243731	
'o',2019-11-05 13:01:15.738612	
'n',2019-11-05 13:01:15.980579	
't',2019-11-05 13:01:16.061829	
'i',2019-11-05 13:01:16.239654	
'n',2019-11-05 13:01:16.486435	
'n',2019-11-05 13:01:16.692106	
Key.backspace,2019-11-05 13:01:17.070672	
'u',2019-11-05 13:01:17.350640	
'e',2019-11-05 13:01:17.481752	
Key.space,2019-11-05 13:01:17.603001	
't',2019-11-05 13:01:17.726226	
'o',2019-11-05 13:01:17.854822	
Key.space,2019-11-05 13:01:18.069021	
's',2019-11-05 13:01:18.125861	
'p',2019-11-05 13:01:18.632609	
'r',2019-11-05 13:01:18.679603	
'e',2019-11-05 13:01:18.818026	
'a',2019-11-05 13:01:19.033848	
'd',2019-11-05 13:01:19.183932	
Key.space,2019-11-05 13:01:19.290625	
'i',2019-11-05 13:01:31.618098	
'n',2019-11-05 13:01:31.931438	
'd',2019-11-05 13:01:32.129375	
'i',2019-11-05 13:01:32.250321	
'v',2019-11-05 13:01:32.756113	
'i',2019-11-05 13:01:32.862313	
'd',2019-11-05 13:01:32.964982	
'u',2019-11-05 13:01:33.054386	
'a',2019-11-05 13:01:33.184054	
'l',2019-11-05 13:01:33.314783	
Key.space,2019-11-05 13:01:33.559002	
'c',2019-11-05 13:01:33.963103	
'h',2019-11-05 13:01:34.081792	
'a',2019-11-05 13:01:34.206134	
'r',2019-11-05 13:01:34.427035	
'a',2019-11-05 13:01:34.571661	
'a',2019-11-05 13:01:34.599576	
'c',2019-11-05 13:01:34.809597	
't',2019-11-05 13:01:34.933206	
'e',2019-11-05 13:01:34.984319	
'r',2019-11-05 13:01:35.116070	
'i',2019-11-05 13:01:35.277659	
's',2019-11-05 13:01:35.373530	
't',2019-11-05 13:01:35.606804	
Key.backspace,2019-11-05 13:01:36.246244	
Key.backspace,2019-11-05 13:01:36.401763	
Key.backspace,2019-11-05 13:01:36.557604	
Key.backspace,2019-11-05 13:01:36.715757	
Key.backspace,2019-11-05 13:01:36.866254	
Key.backspace,2019-11-05 13:01:37.013165	
Key.backspace,2019-11-05 13:01:37.167029	
Key.backspace,2019-11-05 13:01:37.841442	
'c',2019-11-05 13:01:37.963652	
't',2019-11-05 13:01:38.204608	
'e',2019-11-05 13:01:38.327353	
'r',2019-11-05 13:01:38.454877	
'i',2019-11-05 13:01:38.641104	
's',2019-11-05 13:01:38.694806	
't',2019-11-05 13:01:38.864853	
'c',2019-11-05 13:01:39.113308	
Key.space,2019-11-05 13:01:39.453543	
Key.backspace,2019-11-05 13:01:39.791152	
's',2019-11-05 13:01:40.146671	
Key.space,2019-11-05 13:01:40.376204	
'a',2019-11-05 13:01:40.523177	
'c',2019-11-05 13:01:40.902578	
'r',2019-11-05 13:01:41.094425	
'o',2019-11-05 13:01:41.213787	
's',2019-11-05 13:01:41.289810	
's',2019-11-05 13:01:41.465374	
Key.space,2019-11-05 13:01:41.834627	
'l',2019-11-05 13:01:42.089938	
'e',2019-11-05 13:01:42.144791	
'v',2019-11-05 13:01:42.658863	
'e',2019-11-05 13:01:42.817433	
'l',2019-11-05 13:01:42.956050	
's',2019-11-05 13:01:43.053794	
Key.space,2019-11-05 13:01:43.205394	
'f',2019-11-05 13:01:43.491327	
Key.backspace,2019-11-05 13:01:44.022350	
'o',2019-11-05 13:01:44.281776	
'f',2019-11-05 13:01:44.381215	
Key.space,2019-11-05 13:01:44.515371	
't',2019-11-05 13:01:44.615139	
'h',2019-11-05 13:01:44.703296	
'e',2019-11-05 13:01:44.774006	
Key.space,2019-11-05 13:01:44.887262	
'i',2019-11-05 13:01:45.612710	
'n',2019-11-05 13:01:45.810995	
'd',2019-11-05 13:01:45.901135	
'e',2019-11-05 13:01:46.141269	
'p',2019-11-05 13:01:47.939788	
'e',2019-11-05 13:01:48.030888	
'n',2019-11-05 13:01:48.206478	
'd',2019-11-05 13:01:48.292330	
'e',2019-11-05 13:01:48.431914	
'n',2019-11-05 13:01:48.598741	
't',2019-11-05 13:01:48.768856	
Key.space,2019-11-05 13:01:48.932021	
'v',2019-11-05 13:01:49.141830	
'a',2019-11-05 13:01:49.415024	
'r',2019-11-05 13:01:49.642667	
'i',2019-11-05 13:01:49.757737	
'a',2019-11-05 13:01:49.915811	
'b',2019-11-05 13:01:50.050817	
'l',2019-11-05 13:01:50.278979	
'e',2019-11-05 13:01:50.342144	
';',2019-11-05 13:01:55.010253	
Key.space,2019-11-05 13:01:55.081115	
't',2019-11-05 13:01:55.275369	
'h',2019-11-05 13:01:55.358521	
'u',2019-11-05 13:01:55.528496	
's',2019-11-05 13:01:55.597680	
Key.space,2019-11-05 13:01:55.746036	
'm',2019-11-05 13:01:56.037758	
'a',2019-11-05 13:01:56.137754	
'k',2019-11-05 13:01:56.267424	
'i',2019-11-05 13:01:56.463751	
'n',2019-11-05 13:01:56.650224	
'g',2019-11-05 13:01:56.708214	
Key.space,2019-11-05 13:01:56.830095	
'i',2019-11-05 13:01:57.069761	
't',2019-11-05 13:01:57.278862	
Key.space,2019-11-05 13:01:57.394549	
Key.backspace,2019-11-05 13:02:07.205289	
Key.backspace,2019-11-05 13:02:07.409797	
Key.backspace,2019-11-05 13:02:07.582072	
'o',2019-11-05 13:02:08.217489	
'u',2019-11-05 13:02:08.393024	
'r',2019-11-05 13:02:08.474793	
Key.backspace,2019-11-05 13:02:08.945296	
Key.backspace,2019-11-05 13:02:09.427215	
Key.backspace,2019-11-05 13:02:09.451218	
Key.backspace,2019-11-05 13:02:09.475379	
Key.backspace,2019-11-05 13:02:09.503213	
Key.backspace,2019-11-05 13:02:09.535211	
Key.backspace,2019-11-05 13:02:09.723555	
Key.backspace,2019-11-05 13:02:09.901816	
Key.backspace,2019-11-05 13:02:10.055344	
Key.backspace,2019-11-05 13:02:10.215993	
'i',2019-11-05 13:02:10.644422	
'm',2019-11-05 13:02:10.822618	
'p',2019-11-05 13:02:11.029118	
'o',2019-11-05 13:02:11.213157	
'r',2019-11-05 13:02:11.281158	
'i',2019-11-05 13:02:11.496136	
Key.backspace,2019-11-05 13:02:12.083828	
Key.backspace,2019-11-05 13:02:12.256864	
Key.backspace,2019-11-05 13:02:12.384932	
'r',2019-11-05 13:02:12.493517	
'o',2019-11-05 13:02:12.785620	
'v',2019-11-05 13:02:13.212025	
'i',2019-11-05 13:02:13.296020	
'n',2019-11-05 13:02:13.513036	
'g',2019-11-05 13:02:13.553044	
Key.space,2019-11-05 13:02:13.708050	
'h',2019-11-05 13:02:13.861485	
Key.backspace,2019-11-05 13:02:14.215593	
't',2019-11-05 13:02:14.381297	
'h',2019-11-05 13:02:14.564189	
'e',2019-11-05 13:02:14.595459	
Key.space,2019-11-05 13:02:14.764122	
Key.backspace,2019-11-05 13:02:22.950216	
Key.backspace,2019-11-05 13:02:23.128629	
Key.backspace,2019-11-05 13:02:23.294677	
Key.backspace,2019-11-05 13:02:23.438659	
'o',2019-11-05 13:02:24.398638	
'u',2019-11-05 13:02:24.580640	
'r',2019-11-05 13:02:24.648822	
Key.space,2019-11-05 13:02:24.796639	
'c',2019-11-05 13:02:24.858530	
'h',2019-11-05 13:02:25.002475	
'a',2019-11-05 13:02:25.090459	
'n',2019-11-05 13:02:25.214465	
'c',2019-11-05 13:02:25.302490	
'e',2019-11-05 13:02:25.454461	
's',2019-11-05 13:02:25.653165	
Key.space,2019-11-05 13:02:25.722023	
'o',2019-11-05 13:02:25.922230	
'f',2019-11-05 13:02:25.991087	
Key.space,2019-11-05 13:02:26.122449	
'a',2019-11-05 13:05:39.838509	
'v',2019-11-05 13:05:40.107579	
'o',2019-11-05 13:05:40.215361	
'i',2019-11-05 13:05:40.332716	
'd',2019-11-05 13:05:40.422820	
'n',2019-11-05 13:05:40.600729	
'i',2019-11-05 13:05:40.828549	
'n',2019-11-05 13:05:41.000855	
Key.backspace,2019-11-05 13:05:41.303866	
Key.backspace,2019-11-05 13:05:41.495593	
Key.backspace,2019-11-05 13:05:41.635970	
'i',2019-11-05 13:05:41.914680	
'n',2019-11-05 13:05:42.168750	
'g',2019-11-05 13:05:42.256165	
Key.space,2019-11-05 13:05:42.331980	
Key.shift_r,2019-11-05 13:05:43.464507	
't',2019-11-05 13:05:43.624105	
'y',2019-11-05 13:05:43.841804	
Key.backspace,2019-11-05 13:05:44.451245	
'y',2019-11-05 13:05:44.683257	
'p',2019-11-05 13:05:44.815248	
'e',2019-11-05 13:05:44.919076	
Key.space,2019-11-05 13:05:45.055403	
Key.shift_r,2019-11-05 13:05:45.352396	
Key.shift_r,2019-11-05 13:05:45.815707	
Key.shift_r,2019-11-05 13:05:45.846944	
Key.shift_r,2019-11-05 13:05:45.868592	
Key.shift_r,2019-11-05 13:05:45.900016	
Key.shift_r,2019-11-05 13:05:45.915493	
'i',2019-11-05 13:05:45.946705	
Key.space,2019-11-05 13:05:46.084776	
'a',2019-11-05 13:05:46.447861	
'n',2019-11-05 13:05:46.656747	
'd',2019-11-05 13:05:46.699124	
Key.space,2019-11-05 13:05:46.974764	
Key.backspace,2019-11-05 13:05:48.717718	
Key.backspace,2019-11-05 13:05:48.886785	
Key.backspace,2019-11-05 13:05:49.065196	
Key.backspace,2019-11-05 13:05:49.216522	
'o',2019-11-05 13:05:49.520963	
'r',2019-11-05 13:05:49.620972	
Key.space,2019-11-05 13:05:49.736539	
Key.shift_r,2019-11-05 13:05:49.889735	
Key.shift_r,2019-11-05 13:05:50.369934	
'i',2019-11-05 13:05:50.389926	
'i',2019-11-05 13:05:50.527639	
Key.space,2019-11-05 13:05:50.646694	
'e',2019-11-05 13:05:50.951415	
'r',2019-11-05 13:05:51.167100	
'r',2019-11-05 13:05:51.320223	
'o',2019-11-05 13:05:51.416240	
'r',2019-11-05 13:05:51.508287	
'.',2019-11-05 13:05:51.702166	
'c',2019-11-05 13:13:13.158757	
'h',2019-11-05 13:13:13.310498	
'r',2019-11-05 13:13:13.530365	
Key.enter,2019-11-05 13:13:14.248353	
Key.up,2019-11-05 13:16:53.896203	
Key.backspace,2019-11-05 13:19:58.157043	
'0',2019-11-05 13:19:58.347963	
Key.backspace,2019-11-05 13:20:06.156352	
'0',2019-11-05 13:20:06.357067	
Key.backspace,2019-11-05 13:20:15.317962	
Key.backspace,2019-11-05 13:20:15.534149	
Key.backspace,2019-11-05 13:20:15.696754	
Key.backspace,2019-11-05 13:20:15.875472	
Key.backspace,2019-11-05 13:20:16.035022	
Key.backspace,2019-11-05 13:20:16.197475	
Key.backspace,2019-11-05 13:20:16.519113	
'3',2019-11-05 13:20:19.609812	
'8',2019-11-05 13:20:19.710238	
Key.backspace,2019-11-05 13:20:20.438436	
'2',2019-11-05 13:20:21.673424	
'9',2019-11-05 13:20:22.869617	
'2',2019-11-05 13:20:22.938148	
Key.backspace,2019-11-05 13:20:23.677867	
Key.backspace,2019-11-05 13:20:23.856596	
Key.backspace,2019-11-05 13:20:24.010476	
