Participant ID,CCDemo9
'9',2019-11-05 13:20:24.696965	
'2',2019-11-05 13:20:24.797092	
'.',2019-11-05 13:20:25.545946	
'2',2019-11-05 13:20:25.599186	
'5',2019-11-05 13:20:26.263723	
Key.backspace,2019-11-05 13:20:45.135463	
Key.backspace,2019-11-05 13:20:45.335492	
Key.backspace,2019-11-05 13:20:45.488813	
Key.backspace,2019-11-05 13:20:45.651425	
Key.backspace,2019-11-05 13:20:45.836028	
Key.backspace,2019-11-05 13:20:46.020830	
Key.ctrl_l,2019-11-05 13:20:52.579034	
'Z',2019-11-05 13:20:52.968090	
'Z',2019-11-05 13:20:53.470391	
'Z',2019-11-05 13:20:54.187529	
'Z',2019-11-05 13:20:54.503604	
'Z',2019-11-05 13:20:54.826117	
'Z',2019-11-05 13:20:55.173521	
Key.backspace,2019-11-05 13:20:56.112787	
Key.backspace,2019-11-05 13:20:56.293595	
Key.backspace,2019-11-05 13:20:56.478007	
Key.backspace,2019-11-05 13:20:56.647003	
Key.backspace,2019-11-05 13:20:56.794880	
Key.backspace,2019-11-05 13:20:57.110325	
Key.backspace,2019-11-05 13:20:57.347967	
Key.backspace,2019-11-05 13:20:57.585812	
Key.backspace,2019-11-05 13:21:07.434974	
Key.backspace,2019-11-05 13:21:07.604494	
Key.backspace,2019-11-05 13:21:07.773420	
Key.backspace,2019-11-05 13:21:07.904962	
Key.backspace,2019-11-05 13:21:08.051933	
Key.backspace,2019-11-05 13:21:08.205611	
'3',2019-11-05 13:21:15.979742	
'9',2019-11-05 13:21:16.180013	
'2',2019-11-05 13:21:16.246127	
'.',2019-11-05 13:21:16.602118	
'2',2019-11-05 13:21:17.002303	
'5',2019-11-05 13:21:17.307127	
Key.backspace,2019-11-05 13:21:40.487224	
Key.backspace,2019-11-05 13:21:40.624711	
Key.backspace,2019-11-05 13:21:40.787360	
Key.backspace,2019-11-05 13:21:40.924996	
Key.backspace,2019-11-05 13:21:41.056397	
Key.backspace,2019-11-05 13:21:41.187590	
Key.backspace,2019-11-05 13:21:41.325153	
'3',2019-11-05 13:21:42.025558	
'9',2019-11-05 13:21:42.188172	
'2',2019-11-05 13:21:42.370289	
'.',2019-11-05 13:21:42.677004	
'9',2019-11-05 13:21:43.700798	
'2',2019-11-05 13:21:43.769961	
'5',2019-11-05 13:21:44.602193	
'3',2019-11-05 13:21:47.454400	
Key.backspace,2019-11-05 13:21:50.701647	
'6',2019-11-05 13:21:51.465108	
'3',2019-11-05 13:21:51.603027	
';',2019-11-05 13:21:52.005301	
Key.backspace,2019-11-05 13:21:53.795175	
'.',2019-11-05 13:21:54.057913	
'6',2019-11-05 13:21:54.643165	
'2',2019-11-05 13:21:54.774528	
'5',2019-11-05 13:21:54.943564	
Key.backspace,2019-11-05 13:22:04.208760	
Key.backspace,2019-11-05 13:22:04.361988	
Key.backspace,2019-11-05 13:22:04.509115	
Key.backspace,2019-11-05 13:22:04.662737	
Key.backspace,2019-11-05 13:22:04.794273	
Key.backspace,2019-11-05 13:22:04.925849	
Key.backspace,2019-11-05 13:22:10.523283	
Key.backspace,2019-11-05 13:22:10.692507	
Key.backspace,2019-11-05 13:22:10.839366	
Key.backspace,2019-11-05 13:22:10.977263	
Key.backspace,2019-11-05 13:22:11.139868	
Key.backspace,2019-11-05 13:22:11.424811	
Key.backspace,2019-11-05 13:22:11.578868	
'6',2019-11-05 13:22:12.545887	
'3',2019-11-05 13:22:12.948781	
'.',2019-11-05 13:22:13.062799	
'6',2019-11-05 13:22:14.258585	
'2',2019-11-05 13:22:14.458981	
'5',2019-11-05 13:22:14.612663	
Key.right,2019-11-05 13:22:21.084923	
Key.backspace,2019-11-05 13:22:21.538591	
Key.shift_r,2019-11-05 13:22:24.311298	
'0',2019-11-05 13:22:24.627484	
'/',2019-11-05 13:22:32.255529	
Key.left,2019-11-05 13:22:35.901421	
'/',2019-11-05 13:22:36.103949	
'3',2019-11-05 13:22:41.884002	
'1',2019-11-05 13:22:42.084186	
'.',2019-11-05 13:22:42.238033	
'8',2019-11-05 13:22:42.635888	
'2',2019-11-05 13:22:42.783885	
'5',2019-11-05 13:22:43.055879	
Key.backspace,2019-11-05 13:22:49.251295	
Key.backspace,2019-11-05 13:22:49.438205	
Key.backspace,2019-11-05 13:22:49.585421	
Key.backspace,2019-11-05 13:22:49.738935	
Key.backspace,2019-11-05 13:22:49.986121	
Key.backspace,2019-11-05 13:22:50.640612	
'3',2019-11-05 13:22:50.957261	
'1',2019-11-05 13:22:51.158320	
'.',2019-11-05 13:22:51.327266	
'8',2019-11-05 13:22:51.759886	
'2',2019-11-05 13:22:51.941011	
'5',2019-11-05 13:22:52.141401	
Key.backspace,2019-11-05 13:22:56.907130	
Key.backspace,2019-11-05 13:22:57.091878	
Key.backspace,2019-11-05 13:22:57.274842	
Key.backspace,2019-11-05 13:22:57.542843	
'=',2019-11-05 13:23:05.801940	
'3',2019-11-05 13:23:06.271795	
'1',2019-11-05 13:23:06.550371	
'.',2019-11-05 13:23:06.850921	
'8',2019-11-05 13:23:07.267689	
'2',2019-11-05 13:23:07.389514	
'5',2019-11-05 13:23:07.790187	
'/',2019-11-05 13:23:07.906174	
'5',2019-11-05 13:23:09.122166	
'.',2019-11-05 13:23:09.222430	
'6',2019-11-05 13:23:10.194048	
'0',2019-11-05 13:23:10.810658	
'1',2019-11-05 13:23:10.879570	
Key.enter,2019-11-05 13:23:11.196748	
'5',2019-11-05 13:23:25.617699	
'.',2019-11-05 13:23:25.717772	
'6',2019-11-05 13:23:26.302679	
'8',2019-11-05 13:23:26.418583	
'2',2019-11-05 13:23:26.719991	
Key.backspace,2019-11-05 13:23:53.523527	
Key.backspace,2019-11-05 13:23:54.105930	
Key.enter,2019-11-05 13:23:54.628476	
Key.ctrl_l,2019-11-05 13:24:21.101228	
Key.ctrl_l,2019-11-05 13:24:21.571249	
'B',2019-11-05 13:24:21.841381	
Key.ctrl_l,2019-11-05 13:24:29.132314	
'S',2019-11-05 13:24:29.490255	
Key.caps_lock,2019-11-05 13:24:30.667900	
Key.up,2019-11-05 13:31:14.564782	
Key.ctrl_l,2019-11-05 13:31:20.913964	
's',2019-11-05 13:31:21.220325	
'd',2019-11-05 13:31:21.225357	
Key.ctrl_l,2019-11-05 13:31:26.432832	
's',2019-11-05 13:31:26.723217	
Key.enter,2019-11-05 13:36:08.276789	
Key.enter,2019-11-05 13:36:08.386055	
'o',2019-11-05 13:36:09.165231	
'i',2019-11-05 13:36:09.258567	
Key.space,2019-11-05 13:37:50.634660	
'v',2019-11-05 13:38:08.324272	
Key.enter,2019-11-05 13:38:09.174198	
'u',2019-11-05 13:39:27.935256	
'i',2019-11-05 13:39:28.072910	
Key.space,2019-11-05 13:39:29.675256	
'v',2019-11-05 13:41:33.652438	
Key.enter,2019-11-05 13:41:34.247851	
'o',2019-11-05 13:42:23.872664	
'o',2019-11-05 13:42:24.011804	
Key.space,2019-11-05 13:42:24.454476	
'v',2019-11-05 13:44:20.086526	
Key.enter,2019-11-05 13:44:21.482793	
Key.shift_r,2019-11-05 13:44:22.833181	
Key.shift_r,2019-11-05 13:44:23.304919	
Key.shift_r,2019-11-05 13:44:23.330848	
Key.shift_r,2019-11-05 13:44:23.356787	
Key.shift_r,2019-11-05 13:44:23.382707	
Key.shift_r,2019-11-05 13:44:23.407643	
Key.shift_r,2019-11-05 13:44:23.434570	
Key.shift_r,2019-11-05 13:44:23.460501	
Key.shift_r,2019-11-05 13:44:23.485433	
Key.shift_r,2019-11-05 13:44:23.511363	
Key.shift_r,2019-11-05 13:44:23.546273	
Key.shift_r,2019-11-05 13:44:23.581179	
Key.shift_r,2019-11-05 13:44:23.619078	
Key.shift_r,2019-11-05 13:44:23.651992	
Key.shift_r,2019-11-05 13:44:23.684899	
Key.shift_r,2019-11-05 13:44:23.715821	
Key.shift_r,2019-11-05 13:44:23.747741	
Key.shift_r,2019-11-05 13:44:23.779646	
Key.shift_r,2019-11-05 13:44:23.812564	
Key.shift_r,2019-11-05 13:44:23.838488	
Key.shift_r,2019-11-05 13:44:23.867410	
Key.shift_r,2019-11-05 13:44:23.893348	
Key.shift_r,2019-11-05 13:44:23.926258	
'o',2019-11-05 13:44:23.949192	
'u',2019-11-05 13:44:23.997064	
Key.backspace,2019-11-05 13:44:25.073591	
'u',2019-11-05 13:44:25.147634	
Key.space,2019-11-05 13:44:25.860780	
Key.backspace,2019-11-05 13:46:36.710087	
Key.backspace,2019-11-05 13:46:36.888975	
Key.backspace,2019-11-05 13:46:37.062508	
Key.backspace,2019-11-05 13:46:37.218095	
Key.backspace,2019-11-05 13:46:37.370686	
Key.backspace,2019-11-05 13:46:37.526270	
Key.backspace,2019-11-05 13:46:37.670882	
Key.backspace,2019-11-05 13:46:37.827467	
Key.backspace,2019-11-05 13:46:37.981051	
Key.backspace,2019-11-05 13:46:38.111703	
Key.shift_r,2019-11-05 13:46:38.887627	
'o',2019-11-05 13:46:39.125988	
'u',2019-11-05 13:46:39.389284	
't',2019-11-05 13:46:39.472064	
Key.shift_r,2019-11-05 13:46:40.153244	
'c',2019-11-05 13:46:40.304835	
'h',2019-11-05 13:46:40.532227	
'a',2019-11-05 13:46:40.618995	
't',2019-11-05 13:46:40.831428	
'd',2019-11-05 13:47:42.148548	
'o',2019-11-05 13:47:42.239305	
'n',2019-11-05 13:47:42.434784	
't',2019-11-05 13:47:42.491630	
Key.space,2019-11-05 13:47:42.624279	
's',2019-11-05 13:47:42.731991	
'w',2019-11-05 13:47:43.540015	
'a',2019-11-05 13:47:43.710557	
'l',2019-11-05 13:47:43.748464	
'l',2019-11-05 13:47:43.889081	
'o',2019-11-05 13:47:44.085560	
<175>,2019-11-05 13:47:48.047531	
<175>,2019-11-05 13:47:48.185163	
<175>,2019-11-05 13:47:48.334765	
<175>,2019-11-05 13:47:48.477380	
<175>,2019-11-05 13:47:48.654906	
<174>,2019-11-05 13:47:48.997988	
<174>,2019-11-05 13:47:49.191468	
<174>,2019-11-05 13:47:49.379972	
'y',2019-11-05 13:48:00.176007	
Key.enter,2019-11-05 13:48:01.197730	
'd',2019-11-05 13:48:08.690234	
'o',2019-11-05 13:48:08.796472	
'n',2019-11-05 13:48:09.000924	
't',2019-11-05 13:48:09.062775	
Key.space,2019-11-05 13:48:09.215349	
's',2019-11-05 13:48:09.403844	
'w',2019-11-05 13:48:09.566419	
'a',2019-11-05 13:48:09.812753	
'l',2019-11-05 13:48:09.970331	
'l',2019-11-05 13:48:10.088015	
'o',2019-11-05 13:48:10.313411	
'w',2019-11-05 13:48:11.036125	
Key.space,2019-11-05 13:48:11.216641	
't',2019-11-05 13:48:11.366242	
'h',2019-11-05 13:48:11.508893	
'e',2019-11-05 13:48:11.592668	
Key.down,2019-11-05 13:48:12.426377	
Key.enter,2019-11-05 13:48:12.876285	
'y',2019-11-05 13:48:43.665467	
'e',2019-11-05 13:48:43.788110	
'a',2019-11-05 13:48:44.122608	
'h',2019-11-05 13:48:44.198136	
Key.space,2019-11-05 13:48:44.443537	
Key.backspace,2019-11-05 13:48:46.113831	
Key.backspace,2019-11-05 13:48:46.480248	
Key.backspace,2019-11-05 13:48:46.643233	
Key.backspace,2019-11-05 13:48:46.794278	
Key.backspace,2019-11-05 13:48:46.931606	
Key.backspace,2019-11-05 13:48:47.059834	
Key.shift_r,2019-11-05 13:48:47.584487	
'f',2019-11-05 13:48:47.662007	
'o',2019-11-05 13:48:47.838006	
'r',2019-11-05 13:48:47.894008	
Key.space,2019-11-05 13:48:48.065832	
's',2019-11-05 13:48:48.149859	
'u',2019-11-05 13:48:48.330821	
'y',2019-11-05 13:48:48.370817	
'r',2019-11-05 13:48:48.414819	
'e',2019-11-05 13:48:48.483050	
Key.backspace,2019-11-05 13:48:48.944098	
Key.backspace,2019-11-05 13:48:49.099387	
Key.backspace,2019-11-05 13:48:49.232433	
'r',2019-11-05 13:48:49.304224	
'e',2019-11-05 13:48:49.366396	
Key.shift_r,2019-11-05 13:48:49.626206	
'1',2019-11-05 13:48:49.793122	
Key.space,2019-11-05 13:48:49.965334	
Key.shift_r,2019-11-05 13:48:51.399806	
Key.shift_r,2019-11-05 13:48:51.868819	
Key.shift_r,2019-11-05 13:48:51.904656	
Key.shift_r,2019-11-05 13:48:51.932637	
Key.shift_r,2019-11-05 13:48:51.963211	
Key.shift_r,2019-11-05 13:48:51.987240	
Key.shift_r,2019-11-05 13:48:52.019205	
Key.shift_r,2019-11-05 13:48:52.041142	
Key.shift_r,2019-11-05 13:48:52.066753	
Key.shift_r,2019-11-05 13:48:52.090752	
Key.shift_r,2019-11-05 13:48:52.118750	
Key.shift_r,2019-11-05 13:48:52.145257	
Key.shift_r,2019-11-05 13:48:52.173266	
Key.shift_r,2019-11-05 13:48:52.197254	
Key.shift_r,2019-11-05 13:48:52.221226	
Key.shift_r,2019-11-05 13:48:52.245144	
Key.shift_r,2019-11-05 13:48:52.274301	
Key.shift_r,2019-11-05 13:48:52.302304	
Key.shift_r,2019-11-05 13:48:52.326347	
Key.shift_r,2019-11-05 13:48:52.353204	
Key.shift_r,2019-11-05 13:48:52.377208	
Key.shift_r,2019-11-05 13:48:52.405343	
Key.shift_r,2019-11-05 13:48:52.437492	
Key.shift_r,2019-11-05 13:48:52.465463	
Key.shift_r,2019-11-05 13:48:52.485454	
Key.shift_r,2019-11-05 13:48:52.517494	
Key.shift_r,2019-11-05 13:48:52.541511	
Key.shift_r,2019-11-05 13:48:52.568201	
Key.shift_r,2019-11-05 13:48:52.592193	
Key.shift_r,2019-11-05 13:48:52.616235	
Key.shift_r,2019-11-05 13:48:52.641561	
Key.shift_r,2019-11-05 13:48:52.668708	
Key.shift_r,2019-11-05 13:48:52.692708	
Key.shift_r,2019-11-05 13:48:52.716671	
Key.shift_r,2019-11-05 13:48:52.741767	
Key.shift_r,2019-11-05 13:48:52.769268	
Key.shift_r,2019-11-05 13:48:52.793308	
Key.shift_r,2019-11-05 13:48:52.817269	
Key.shift_r,2019-11-05 13:48:52.845839	
Key.shift_r,2019-11-05 13:48:52.878651	
Key.shift_r,2019-11-05 13:48:52.906687	
Key.shift_r,2019-11-05 13:48:52.942230	
Key.shift_r,2019-11-05 13:48:52.974235	
Key.shift_r,2019-11-05 13:48:52.998236	
Key.shift_r,2019-11-05 13:48:53.030204	
Key.shift_r,2019-11-05 13:48:53.054265	
Key.shift_r,2019-11-05 13:48:53.078266	
Key.shift_r,2019-11-05 13:48:53.102267	
Key.shift_r,2019-11-05 13:48:53.130265	
Key.shift_r,2019-11-05 13:48:53.154234	
Key.shift_r,2019-11-05 13:48:53.174223	
Key.shift_r,2019-11-05 13:48:53.202262	
Key.shift_r,2019-11-05 13:48:53.230226	
Key.shift_r,2019-11-05 13:48:53.258368	
Key.shift_r,2019-11-05 13:48:53.313956	
Key.shift_r,2019-11-05 13:48:53.346459	
Key.shift_r,2019-11-05 13:48:53.370422	
Key.shift_r,2019-11-05 13:48:53.390454	
Key.shift_r,2019-11-05 13:48:53.418450	
Key.shift_r,2019-11-05 13:48:53.443968	
Key.shift_r,2019-11-05 13:48:53.471984	
Key.shift_r,2019-11-05 13:48:53.499956	
Key.shift_r,2019-11-05 13:48:53.526284	
Key.shift_r,2019-11-05 13:48:53.550379	
Key.shift_r,2019-11-05 13:48:53.574377	
Key.shift_r,2019-11-05 13:48:53.594408	
Key.shift_r,2019-11-05 13:48:53.622373	
Key.shift_r,2019-11-05 13:48:53.643940	
Key.shift_r,2019-11-05 13:48:53.667909	
Key.shift_r,2019-11-05 13:48:53.687926	
Key.shift_r,2019-11-05 13:48:53.721696	
Key.shift_r,2019-11-05 13:48:53.750322	
Key.shift_r,2019-11-05 13:48:53.778326	
Key.shift_r,2019-11-05 13:48:53.802324	
'i',2019-11-05 13:48:53.822360	
Key.space,2019-11-05 13:48:53.858528	
's',2019-11-05 13:48:54.303993	
Key.backspace,2019-11-05 13:48:56.234500	
Key.backspace,2019-11-05 13:48:57.742698	
Key.space,2019-11-05 13:48:58.434422	
Key.backspace,2019-11-05 13:48:58.766525	
Key.backspace,2019-11-05 13:48:58.903758	
Key.shift_r,2019-11-05 13:48:59.354297	
'w',2019-11-05 13:48:59.537541	
'o',2019-11-05 13:48:59.823722	
'u',2019-11-05 13:49:00.010501	
'd',2019-11-05 13:49:00.158181	
'l',2019-11-05 13:49:00.318527	
Key.backspace,2019-11-05 13:49:00.693430	
Key.backspace,2019-11-05 13:49:00.814344	
'l',2019-11-05 13:49:01.158444	
'd',2019-11-05 13:49:01.268513	
Key.space,2019-11-05 13:49:01.418714	
'y',2019-11-05 13:49:01.520635	
'o',2019-11-05 13:49:01.645810	
'u',2019-11-05 13:49:01.715853	
Key.space,2019-11-05 13:49:01.834457	
'w',2019-11-05 13:49:02.012468	
'a',2019-11-05 13:49:02.274174	
'n',2019-11-05 13:49:02.428374	
't',2019-11-05 13:49:02.542300	
Key.space,2019-11-05 13:49:02.642949	
't',2019-11-05 13:49:02.726863	
'o',2019-11-05 13:49:02.852499	
Key.space,2019-11-05 13:49:03.053179	
's',2019-11-05 13:49:03.089018	
'e',2019-11-05 13:49:03.257315	
't',2019-11-05 13:49:03.461635	
Key.space,2019-11-05 13:49:03.564207	
'a',2019-11-05 13:49:03.870195	
's',2019-11-05 13:49:04.150927	
'i',2019-11-05 13:49:04.268858	
'd',2019-11-05 13:49:04.350380	
'e',2019-11-05 13:49:04.509563	
Key.space,2019-11-05 13:49:04.553531	
't',2019-11-05 13:49:04.685624	
'i',2019-11-05 13:49:04.762798	
'm',2019-11-05 13:49:04.942296	
'e',2019-11-05 13:49:04.998306	
Key.space,2019-11-05 13:49:05.111398	
't',2019-11-05 13:49:05.171534	
'o',2019-11-05 13:49:05.338797	
Key.space,2019-11-05 13:49:05.568192	
't',2019-11-05 13:49:05.646779	
'a',2019-11-05 13:49:05.929413	
'l',2019-11-05 13:49:06.021528	
'k',2019-11-05 13:49:06.175958	
Key.space,2019-11-05 13:49:06.379813	
'a',2019-11-05 13:49:06.440346	
'b',2019-11-05 13:49:06.578581	
'o',2019-11-05 13:49:06.821801	
'u',2019-11-05 13:49:07.000725	
't',2019-11-05 13:49:07.065155	
Key.space,2019-11-05 13:49:07.254324	
'i',2019-11-05 13:49:08.621342	
't',2019-11-05 13:49:08.659371	
Key.shift_r,2019-11-05 13:49:09.140009	
'/',2019-11-05 13:49:09.342088	
Key.backspace,2019-11-05 13:49:09.763569	
Key.backspace,2019-11-05 13:49:10.404508	
Key.backspace,2019-11-05 13:49:10.562270	
'w',2019-11-05 13:49:11.013069	
'h',2019-11-05 13:49:11.165583	
'a',2019-11-05 13:49:11.244869	
't',2019-11-05 13:49:11.439250	
Key.space,2019-11-05 13:49:11.510666	
'y',2019-11-05 13:49:11.644954	
'o',2019-11-05 13:49:11.744286	
'u',2019-11-05 13:49:11.832947	
Key.space,2019-11-05 13:49:11.952226	
'w',2019-11-05 13:49:12.216713	
'a',2019-11-05 13:49:12.428408	
'n',2019-11-05 13:49:12.570604	
't',2019-11-05 13:49:12.692058	
Key.space,2019-11-05 13:49:12.791104	
'o',2019-11-05 13:49:13.480843	
'f',2019-11-05 13:49:13.560841	
Key.space,2019-11-05 13:49:13.722382	
'i',2019-11-05 13:49:13.910367	
't',2019-11-05 13:49:13.954182	
Key.backspace,2019-11-05 13:49:14.384874	
Key.backspace,2019-11-05 13:49:14.860434	
Key.backspace,2019-11-05 13:49:14.897520	
Key.backspace,2019-11-05 13:49:14.937514	
Key.backspace,2019-11-05 13:49:14.977553	
Key.backspace,2019-11-05 13:49:15.017528	
Key.backspace,2019-11-05 13:49:15.246006	
't',2019-11-05 13:49:16.200776	
Key.space,2019-11-05 13:49:16.392813	
'o',2019-11-05 13:49:16.614055	
'n',2019-11-05 13:49:16.818331	
Key.space,2019-11-05 13:49:16.994976	
'i',2019-11-05 13:49:17.252761	
't',2019-11-05 13:49:17.340198	
Key.shift_r,2019-11-05 13:49:17.684311	
'/',2019-11-05 13:49:17.800313	
Key.enter,2019-11-05 13:49:18.080477	
'.',2019-11-05 13:50:16.254103	
Key.space,2019-11-05 13:50:16.346449	
Key.backspace,2019-11-05 13:50:19.218803	
Key.backspace,2019-11-05 13:50:19.346828	
'.',2019-11-05 13:50:23.802453	
Key.enter,2019-11-05 13:50:25.661387	
Key.ctrl_l,2019-11-05 13:50:40.476414	
'c',2019-11-05 13:50:40.778443	
Key.esc,2019-11-05 13:50:41.871670	
