Key.ctrl_l,2019-10-24 12:44:42.162573	
Key.ctrl_l,2019-10-24 12:44:44.922518	
'a',2019-10-24 12:44:47.503137	
Key.ctrl_r,2019-10-24 12:44:47.953523	
Key.ctrl_r,2019-10-24 12:44:48.392477	
Key.ctrl_r,2019-10-24 12:44:48.892807	
Key.ctrl_r,2019-10-24 12:44:49.265762	
Key.ctrl_r,2019-10-24 12:44:49.753976	
Key.ctrl_l,2019-10-24 12:44:50.503747	
Key.ctrl_l,2019-10-24 12:44:53.087080	
Key.ctrl_r,2019-10-24 12:44:55.702623	
Key.ctrl_l,2019-10-24 12:44:55.715586	
Key.ctrl_r,2019-10-24 12:44:58.308699	
Key.ctrl_l,2019-10-24 12:44:58.316675	
