Participant ID,
'c',2019-11-05 17:24:41.487728	
Key.ctrl_l,2019-11-05 17:24:44.326693	
'v',2019-11-05 17:24:44.678040	
Key.enter,2019-11-05 17:24:45.059440	
Key.ctrl_l,2019-11-05 17:24:56.086330	
'c',2019-11-05 17:24:56.441351	
Key.ctrl_l,2019-11-05 17:25:01.252814	
'v',2019-11-05 17:25:01.595626	
Key.enter,2019-11-05 17:25:02.719717	
Key.ctrl_l,2019-11-05 17:25:19.931670	
'c',2019-11-05 17:25:20.274396	
Key.ctrl_l,2019-11-05 17:25:23.531497	
'v',2019-11-05 17:25:23.765977	
Key.ctrl_l,2019-11-05 17:25:32.118242	
'c',2019-11-05 17:25:32.490663	
Key.ctrl_l,2019-11-05 17:25:35.201019	
'v',2019-11-05 17:25:35.436232	
Key.enter,2019-11-05 17:25:36.757865	
Key.ctrl_l,2019-11-05 17:25:52.691467	
'c',2019-11-05 17:25:53.035033	
Key.ctrl_l,2019-11-05 17:25:55.629956	
'v',2019-11-05 17:25:55.893413	
Key.enter,2019-11-05 17:25:56.311494	
Key.ctrl_l,2019-11-05 17:26:02.939046	
'c',2019-11-05 17:26:03.278576	
Key.ctrl_l,2019-11-05 17:26:06.212142	
'v',2019-11-05 17:26:06.531358	
Key.enter,2019-11-05 17:26:07.370548	
Key.ctrl_l,2019-11-05 17:26:21.950646	
'c',2019-11-05 17:26:22.307606	
Key.ctrl_l,2019-11-05 17:26:25.021058	
'v',2019-11-05 17:26:25.255852	
Key.enter,2019-11-05 17:26:25.567766	
Key.ctrl_l,2019-11-05 17:26:29.020063	
'c',2019-11-05 17:26:29.255580	
Key.ctrl_l,2019-11-05 17:26:32.563038	
'v',2019-11-05 17:26:32.797709	
Key.enter,2019-11-05 17:26:33.109485	
Key.ctrl_l,2019-11-05 17:26:43.168660	
'c',2019-11-05 17:26:43.509848	
Key.ctrl_l,2019-11-05 17:26:46.095925	
'v',2019-11-05 17:26:46.350097	
Key.enter,2019-11-05 17:26:46.676518	
Key.ctrl_l,2019-11-05 17:26:50.137911	
'c',2019-11-05 17:26:50.524270	
Key.ctrl_l,2019-11-05 17:26:53.179483	
'v',2019-11-05 17:26:53.412399	
Key.enter,2019-11-05 17:26:54.466925	
Key.backspace,2019-11-05 17:28:34.675186	
Key.backspace,2019-11-05 17:28:37.108496	
Key.ctrl_l,2019-11-05 17:28:43.879066	
'c',2019-11-05 17:28:44.234046	
Key.ctrl_l,2019-11-05 17:28:46.804154	
'v',2019-11-05 17:28:47.041041	
Key.enter,2019-11-05 17:28:47.288703	
Key.ctrl_l,2019-11-05 17:28:52.476208	
'c',2019-11-05 17:28:52.816886	
Key.ctrl_l,2019-11-05 17:28:56.214230	
'v',2019-11-05 17:28:56.469475	
Key.enter,2019-11-05 17:28:56.896964	
Key.ctrl_l,2019-11-05 17:28:58.837304	
'v',2019-11-05 17:28:59.085413	
Key.ctrl_l,2019-11-05 17:29:05.673160	
'c',2019-11-05 17:29:06.015637	
Key.ctrl_l,2019-11-05 17:29:09.626151	
'v',2019-11-05 17:29:09.855233	
Key.enter,2019-11-05 17:29:10.279767	
'a',2019-11-05 17:29:30.216433	
'r',2019-11-05 17:29:30.487482	
'e',2019-11-05 17:29:30.565524	
Key.space,2019-11-05 17:29:30.666574	
'y',2019-11-05 17:29:30.822294	
'o',2019-11-05 17:29:30.929485	
'u',2019-11-05 17:29:30.991437	
Key.space,2019-11-05 17:29:31.055058	
'a',2019-11-05 17:29:31.460974	
Key.space,2019-11-05 17:29:31.527273	
'r',2019-11-05 17:29:32.101757	
'o',2019-11-05 17:29:32.262179	
'b',2019-11-05 17:29:32.406093	
'o',2019-11-05 17:29:32.501154	
't',2019-11-05 17:29:32.635299	
Key.shift_r,2019-11-05 17:29:33.216606	
'/',2019-11-05 17:29:33.458033	
Key.enter,2019-11-05 17:29:33.729181	
'y',2019-11-05 17:29:46.182877	
'o',2019-11-05 17:29:46.276077	
'u',2019-11-05 17:29:46.368528	
Key.space,2019-11-05 17:29:46.503094	
't',2019-11-05 17:29:47.059742	
'y',2019-11-05 17:29:47.241287	
'p',2019-11-05 17:29:47.373273	
'e',2019-11-05 17:29:47.449259	
Key.space,2019-11-05 17:29:47.577337	
'v',2019-11-05 17:29:47.729294	
'e',2019-11-05 17:29:47.877168	
'r',2019-11-05 17:29:47.970807	
'y',2019-11-05 17:29:48.057670	
Key.space,2019-11-05 17:29:48.176802	
'f',2019-11-05 17:29:48.566707	
'a',2019-11-05 17:29:48.619496	
's',2019-11-05 17:29:48.753607	
't',2019-11-05 17:29:48.980585	
Key.space,2019-11-05 17:29:49.075227	
'a',2019-11-05 17:29:49.170099	
'n',2019-11-05 17:29:49.290982	
'd',2019-11-05 17:29:49.415721	
Key.space,2019-11-05 17:29:49.518692	
'h',2019-11-05 17:29:49.851852	
'a',2019-11-05 17:29:49.959801	
'v',2019-11-05 17:29:50.078820	
'e',2019-11-05 17:29:50.188933	
Key.space,2019-11-05 17:29:50.261383	
'v',2019-11-05 17:29:50.896631	
'e',2019-11-05 17:29:51.100990	
'r',2019-11-05 17:29:51.132264	
'y',2019-11-05 17:29:51.286483	
Key.space,2019-11-05 17:29:51.389649	
'a',2019-11-05 17:29:51.484360	
'u',2019-11-05 17:29:51.576824	
't',2019-11-05 17:29:51.654613	
'o',2019-11-05 17:29:51.784679	
'm',2019-11-05 17:29:51.932491	
'a',2019-11-05 17:29:51.993136	
't',2019-11-05 17:29:52.056262	
Key.backspace,2019-11-05 17:29:52.709785	
't',2019-11-05 17:29:53.274862	
'e',2019-11-05 17:29:53.353143	
'd',2019-11-05 17:29:53.519777	
Key.space,2019-11-05 17:29:53.613369	
'r',2019-11-05 17:29:53.858830	
'e',2019-11-05 17:29:53.928918	
's',2019-11-05 17:29:54.073276	
'p',2019-11-05 17:29:54.115439	
'o',2019-11-05 17:29:54.223600	
'n',2019-11-05 17:29:54.961675	
's',2019-11-05 17:29:55.061864	
'e',2019-11-05 17:29:55.139987	
's',2019-11-05 17:29:55.264684	
Key.enter,2019-11-05 17:29:55.476791	
'w',2019-11-05 17:30:01.163585	
'o',2019-11-05 17:30:01.238286	
'w',2019-11-05 17:30:01.322469	
",",2019-11-05 17:30:02.247528	Key.space,2019-11-05 17:30:02.358403	
's',2019-11-05 17:30:02.503642	
'o',2019-11-05 17:30:02.584690	
Key.space,2019-11-05 17:30:02.905391	
'y',2019-11-05 17:30:03.220215	
'o',2019-11-05 17:30:03.309072	
'u',2019-11-05 17:30:03.363440	
Key.space,2019-11-05 17:30:03.404004	
'a',2019-11-05 17:30:03.582191	
'r',2019-11-05 17:30:03.729516	
'e',2019-11-05 17:30:03.822603	
Key.space,2019-11-05 17:30:03.911981	
'a',2019-11-05 17:30:04.119852	
Key.space,2019-11-05 17:30:04.202258	
'r',2019-11-05 17:30:04.343651	
'o',2019-11-05 17:30:04.464940	
'b',2019-11-05 17:30:04.589496	
'o',2019-11-05 17:30:05.243598	
't',2019-11-05 17:30:05.313084	
Key.space,2019-11-05 17:30:05.385166	
't',2019-11-05 17:30:05.467896	
'h',2019-11-05 17:30:05.560597	
'e',2019-11-05 17:30:05.638339	
'n',2019-11-05 17:30:05.739794	
Key.shift_r,2019-11-05 17:30:06.126088	
'/',2019-11-05 17:30:06.288043	
Key.enter,2019-11-05 17:30:06.484752	
'w',2019-11-05 17:30:33.776019	
'a',2019-11-05 17:30:33.863100	
'i',2019-11-05 17:30:33.950044	
't',2019-11-05 17:30:34.067756	
",",2019-11-05 17:30:34.178254	Key.space,2019-11-05 17:30:34.291940	
'm',2019-11-05 17:30:34.378166	
'a',2019-11-05 17:30:34.497669	
'y',2019-11-05 17:30:34.625102	
'b',2019-11-05 17:30:34.780400	
'e',2019-11-05 17:30:34.843482	
Key.space,2019-11-05 17:30:34.943267	
'y',2019-11-05 17:30:35.085433	
'o',2019-11-05 17:30:35.215316	
'u',2019-11-05 17:30:35.252179	
Key.space,2019-11-05 17:30:35.354924	
'a',2019-11-05 17:30:35.568185	
'r',2019-11-05 17:30:35.723640	
'e',2019-11-05 17:30:35.786260	
'n',2019-11-05 17:30:35.911442	
"'",2019-11-05 17:30:36.099248	
't',2019-11-05 17:30:36.166852	
Key.space,2019-11-05 17:30:36.239171	
'a',2019-11-05 17:30:36.345028	
Key.space,2019-11-05 17:30:36.435717	
'r',2019-11-05 17:30:36.676160	
'o',2019-11-05 17:30:36.753712	
'b',2019-11-05 17:30:36.880142	
'o',2019-11-05 17:30:37.089672	
't',2019-11-05 17:30:37.166718	
Key.space,2019-11-05 17:30:37.222784	
't',2019-11-05 17:30:37.299594	
'h',2019-11-05 17:30:37.913723	
'e',2019-11-05 17:30:37.984256	
'n',2019-11-05 17:30:38.084015	
Key.enter,2019-11-05 17:30:38.293608	
Key.esc,2019-11-05 17:31:47.958143	
