Participant ID,12133435545
Key.ctrl_l,2019-11-05 13:46:52.842853	
Key.ctrl_l,2019-11-05 13:46:53.250340	
Key.ctrl_l,2019-11-05 13:46:53.601120	
Key.esc,2019-11-05 13:46:54.321031	
