Participant ID,
Key.backspace,2019-11-08 17:14:02.718368	
Key.backspace,2019-11-08 17:14:02.752385	
Key.backspace,2019-11-08 17:14:02.787034	
Key.backspace,2019-11-08 17:14:02.821315	
Key.backspace,2019-11-08 17:14:02.855625	
Key.backspace,2019-11-08 17:14:02.889715	
Key.backspace,2019-11-08 17:14:02.923563	
Key.backspace,2019-11-08 17:14:02.958089	
Key.backspace,2019-11-08 17:14:02.992176	
Key.backspace,2019-11-08 17:14:03.026751	
'U',2019-11-08 17:14:04.031120	
Key.shift_r,2019-11-08 17:14:04.522920	
'/',2019-11-08 17:14:04.709568	
Key.enter,2019-11-08 17:14:05.307880	
Key.ctrl_l,2019-11-08 17:14:36.265694	
'C',2019-11-08 17:14:36.627070	
Key.ctrl_l,2019-11-08 17:14:39.756703	
'V',2019-11-08 17:14:39.986993	
Key.enter,2019-11-08 17:14:40.841940	
Key.ctrl_l,2019-11-08 17:15:12.432399	
'C',2019-11-08 17:15:12.777458	
Key.ctrl_l,2019-11-08 17:15:14.512146	
'V',2019-11-08 17:15:14.747078	
Key.enter,2019-11-08 17:15:15.400533	
Key.ctrl_l,2019-11-08 17:15:28.674070	
'C',2019-11-08 17:15:29.034206	
Key.ctrl_l,2019-11-08 17:15:30.911392	
'V',2019-11-08 17:15:31.146890	
Key.ctrl_l,2019-11-08 17:15:38.435623	
'C',2019-11-08 17:15:38.779366	
Key.enter,2019-11-08 17:15:44.725096	
Key.ctrl_l,2019-11-08 17:15:46.899143	
'V',2019-11-08 17:15:47.244407	
Key.enter,2019-11-08 17:15:52.069834	
Key.ctrl_l,2019-11-08 17:16:49.042194	
'C',2019-11-08 17:16:49.401149	
Key.ctrl_l,2019-11-08 17:16:51.811768	
'V',2019-11-08 17:16:52.047349	
Key.enter,2019-11-08 17:16:52.713890	
Key.ctrl_l,2019-11-08 17:16:59.722671	
'C',2019-11-08 17:17:00.068006	
Key.ctrl_l,2019-11-08 17:17:02.569732	
Key.ctrl_l,2019-11-08 17:17:03.088975	
Key.ctrl_l,2019-11-08 17:17:03.318577	
Key.ctrl_l,2019-11-08 17:17:03.549130	
Key.ctrl_l,2019-11-08 17:17:03.779125	
Key.ctrl_l,2019-11-08 17:17:04.010991	
Key.ctrl_l,2019-11-08 17:17:04.240755	
Key.ctrl_l,2019-11-08 17:17:04.468429	
Key.ctrl_l,2019-11-08 17:17:04.696339	
Key.ctrl_l,2019-11-08 17:17:04.924912	
Key.ctrl_l,2019-11-08 17:17:05.152433	
Key.ctrl_l,2019-11-08 17:17:05.380757	
'V',2019-11-08 17:17:05.611769	
Key.enter,2019-11-08 17:17:11.144165	
'G',2019-11-08 17:19:09.191682	
'G',2019-11-08 17:19:09.312158	
Key.backspace,2019-11-08 17:19:09.977101	
Key.esc,2019-11-08 17:19:14.181880	
