'k',2019-10-24 12:56:00.633878	
'k',2019-10-24 12:56:01.108384	
'j',2019-10-24 12:56:01.221490	
'd',2019-10-24 12:56:01.235453	
'f',2019-10-24 12:56:01.307645	
'k',2019-10-24 12:56:01.375692	
'd',2019-10-24 12:56:01.437362	
Key.ctrl_l,2019-10-24 12:56:02.483277	
Key.ctrl_l,2019-10-24 12:56:03.634216	
Key.ctrl_l,2019-10-24 12:56:04.554028	
Key.ctrl_l,2019-10-24 12:56:05.402651	
Key.ctrl_l,2019-10-24 12:56:05.902837	
Key.ctrl_l,2019-10-24 12:56:06.298105	
Key.ctrl_l,2019-10-24 12:56:06.693405	
Key.ctrl_l,2019-10-24 12:56:07.078322	
Key.ctrl_l,2019-10-24 12:56:07.466356	
Key.ctrl_l,2019-10-24 12:56:07.851274	
Key.ctrl_l,2019-10-24 12:56:08.232712	
Key.ctrl_l,2019-10-24 12:56:08.618306	
Key.ctrl_l,2019-10-24 12:56:09.015161	
Key.ctrl_l,2019-10-24 12:56:09.405507	
Key.ctrl_l,2019-10-24 12:56:09.792347	
Key.ctrl_l,2019-10-24 12:56:10.183276	
Key.ctrl_l,2019-10-24 12:56:10.569144	
Key.ctrl_l,2019-10-24 12:56:10.964972	
Key.ctrl_l,2019-10-24 12:56:11.348967	
Key.ctrl_l,2019-10-24 12:56:11.731755	
Key.ctrl_l,2019-10-24 12:56:12.121978	
Key.ctrl_l,2019-10-24 12:56:12.514339	
Key.ctrl_l,2019-10-24 12:56:12.899345	
Key.ctrl_l,2019-10-24 12:56:13.283515	
Key.ctrl_l,2019-10-24 12:56:13.668382	
Key.ctrl_l,2019-10-24 12:56:14.057389	
Key.ctrl_l,2019-10-24 12:56:14.442443	
Key.ctrl_l,2019-10-24 12:56:15.924924	
Key.ctrl_l,2019-10-24 12:56:16.662256	
Key.ctrl_l,2019-10-24 12:56:17.280303	
Key.ctrl_l,2019-10-24 12:56:17.812284	
Key.ctrl_l,2019-10-24 12:56:18.378325	
Key.ctrl_l,2019-10-24 12:56:18.936777	
Key.ctrl_l,2019-10-24 12:56:19.496753	
Key.ctrl_l,2019-10-24 12:56:20.050685	
Key.ctrl_l,2019-10-24 12:56:20.597013	
Key.ctrl_l,2019-10-24 12:56:21.154437	
Key.ctrl_l,2019-10-24 12:56:21.671059	
Key.ctrl_l,2019-10-24 12:56:22.215997	
Key.ctrl_l,2019-10-24 12:56:22.758030	
Key.ctrl_l,2019-10-24 12:56:23.296438	
Key.ctrl_l,2019-10-24 12:56:23.862436	
Key.ctrl_l,2019-10-24 12:56:24.251729	
Key.ctrl_l,2019-10-24 12:56:24.638993	
Key.ctrl_l,2019-10-24 12:56:25.025233	
Key.ctrl_l,2019-10-24 12:56:25.415586	
Key.ctrl_l,2019-10-24 12:56:25.805098	
Key.ctrl_l,2019-10-24 12:56:26.734905	
Key.ctrl_l,2019-10-24 12:56:27.121800	
Key.ctrl_l,2019-10-24 12:56:27.512407	
Key.ctrl_l,2019-10-24 12:56:27.897828	
Key.ctrl_l,2019-10-24 12:56:28.285131	
Key.ctrl_l,2019-10-24 12:56:28.667803	
Key.ctrl_l,2019-10-24 12:56:29.052106	
Key.ctrl_l,2019-10-24 12:56:30.038019	
Key.ctrl_l,2019-10-24 12:56:30.729845	
Key.ctrl_l,2019-10-24 12:56:31.309799	
Key.ctrl_l,2019-10-24 12:56:31.842204	
Key.ctrl_l,2019-10-24 12:56:32.433218	
Key.ctrl_l,2019-10-24 12:56:33.792469	
Key.ctrl_l,2019-10-24 12:56:34.682944	
Key.ctrl_l,2019-10-24 12:56:35.536600	
Key.ctrl_l,2019-10-24 12:56:36.524190	
Key.ctrl_l,2019-10-24 12:56:37.116588	
