Key.ctrl_l,2019-10-24 19:57:02.475983	
Key.ctrl_l,2019-10-24 19:57:02.915070	
Key.ctrl_l,2019-10-24 19:57:03.161525	
Key.ctrl_l,2019-10-24 19:57:03.395792	
Key.ctrl_l,2019-10-24 19:57:03.632136	
Key.ctrl_l,2019-10-24 19:57:03.909886	
Key.ctrl_l,2019-10-24 19:57:04.165739	
Key.ctrl_l,2019-10-24 19:57:04.423946	
Key.ctrl_l,2019-10-24 19:57:04.681343	
Key.ctrl_l,2019-10-24 19:57:04.951271	
Key.ctrl_l,2019-10-24 19:57:05.190096	
Key.ctrl_l,2019-10-24 19:57:05.423472	
Key.ctrl_l,2019-10-24 19:57:05.661732	
Key.ctrl_l,2019-10-24 19:57:05.930837	
Key.ctrl_l,2019-10-24 19:57:06.191453	
Key.ctrl_l,2019-10-24 19:57:06.431716	
Key.ctrl_l,2019-10-24 19:57:06.672240	
Key.ctrl_l,2019-10-24 19:57:06.940089	
Key.ctrl_l,2019-10-24 19:57:07.177134	
Key.ctrl_l,2019-10-24 19:57:07.409591	
Key.ctrl_l,2019-10-24 19:57:07.655394	
Key.ctrl_l,2019-10-24 19:57:07.929282	
Key.ctrl_l,2019-10-24 19:57:08.171665	
Key.ctrl_l,2019-10-24 19:57:08.417054	
Key.ctrl_l,2019-10-24 19:57:09.459646	
Key.ctrl_l,2019-10-24 19:57:10.129360	
Key.ctrl_l,2019-10-24 19:57:10.647130	
Key.ctrl_l,2019-10-24 19:57:11.226080	
Key.ctrl_l,2019-10-24 19:57:11.732211	
Key.ctrl_l,2019-10-24 19:57:12.224318	
Key.ctrl_l,2019-10-24 19:57:12.627012	
Key.ctrl_l,2019-10-24 19:57:13.090362	
Key.ctrl_l,2019-10-24 19:57:13.482339	
Key.ctrl_l,2019-10-24 19:57:13.893215	
Key.ctrl_l,2019-10-24 19:57:14.269052	
Key.ctrl_l,2019-10-24 19:57:14.692519	
Key.ctrl_l,2019-10-24 19:57:15.117331	
Key.ctrl_l,2019-10-24 19:57:15.649395	
Key.ctrl_l,2019-10-24 19:57:16.069480	
Key.ctrl_l,2019-10-24 19:57:16.455831	
Key.ctrl_l,2019-10-24 19:57:16.799189	
Key.ctrl_l,2019-10-24 19:57:17.220041	
Key.ctrl_l,2019-10-24 19:57:17.591159	
Key.ctrl_l,2019-10-24 19:57:17.991861	
Key.ctrl_l,2019-10-24 19:57:18.388925	
Key.ctrl_l,2019-10-24 19:57:18.744916	
Key.ctrl_l,2019-10-24 19:57:19.167586	
Key.ctrl_l,2019-10-24 19:57:19.523248	
Key.ctrl_l,2019-10-24 19:57:19.888122	
Key.ctrl_l,2019-10-24 19:57:20.246125	
Key.ctrl_l,2019-10-24 19:57:20.629223	
Key.ctrl_l,2019-10-24 19:57:20.991957	
Key.ctrl_l,2019-10-24 19:57:21.371428	
Key.ctrl_l,2019-10-24 19:57:21.665391	
Key.ctrl_l,2019-10-24 19:57:21.991685	
Key.ctrl_l,2019-10-24 19:57:22.356833	
Key.ctrl_l,2019-10-24 19:57:22.631600	
Key.ctrl_l,2019-10-24 19:57:23.065324	
Key.ctrl_l,2019-10-24 19:57:23.450964	
Key.ctrl_l,2019-10-24 19:57:23.951002	
Key.ctrl_r,2019-10-24 19:57:24.365460	
Key.ctrl_r,2019-10-24 19:57:24.691010	
Key.ctrl_r,2019-10-24 19:57:24.991294	
Key.ctrl_r,2019-10-24 19:57:25.271694	
Key.ctrl_r,2019-10-24 19:57:25.560843	
Key.ctrl_l,2019-10-24 19:57:25.775234	
Key.ctrl_r,2019-10-24 19:57:26.125213	
Key.ctrl_l,2019-10-24 19:57:26.360960	
Key.ctrl_r,2019-10-24 19:57:26.615925	
Key.ctrl_l,2019-10-24 19:57:26.803633	
Key.ctrl_r,2019-10-24 19:57:27.051497	
Key.ctrl_l,2019-10-24 19:57:27.205860	
Key.ctrl_r,2019-10-24 19:57:27.451993	
Key.ctrl_l,2019-10-24 19:57:27.557644	
Key.ctrl_r,2019-10-24 19:57:27.812222	
Key.ctrl_l,2019-10-24 19:57:27.893932	
Key.ctrl_r,2019-10-24 19:57:28.137399	
Key.ctrl_l,2019-10-24 19:57:28.141400	
Key.ctrl_r,2019-10-24 19:57:28.381019	
Key.ctrl_l,2019-10-24 19:57:28.393020	
Key.esc,2019-10-24 19:57:29.188180	
